timestamp,user_id,ip_address,location,device_type,browser,login_success,location_risk,device_risk,browser_risk,time_risk,failed_attempt_risk,total_risk
1714495494.572636,user_620,32.203.109.220,New York,tablet,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1716309894.572636,user_211,233.202.137.134,Paris,desktop,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
1724431494.572636,user_557,64.170.193.62,Paris,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1734799494.572636,user_528,51.105.165.180,London,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1729442694.572636,user_519,20.106.208.86,London,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1734885894.572636,user_430,63.77.38.236,Berlin,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1721925894.572636,user_349,52.112.121.200,Sydney,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1736181894.572636,user_15,219.36.70.91,Unknown,desktop,Firefox,1,0.8,0.2,0.1,0.2,0.1,0.28
1718556294.572636,user_436,217.228.174.74,New York,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1715100294.572636,user_943,203.156.111.226,Paris,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1728060294.572636,user_493,170.219.95.119,London,mobile,Edge,0,0.2,0.6,0.5,0.2,0.8,0.45999999999999996
1718642694.572636,user_271,67.4.96.16,Berlin,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1728837894.572636,user_416,64.124.40.244,Berlin,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1721407494.572636,user_97,133.209.2.196,Tokyo,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1731948294.572636,user_430,184.152.247.147,Berlin,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1710607494.572636,user_968,223.248.220.159,Berlin,desktop,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
1723567494.572636,user_744,83.7.4.25,Berlin,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1729010694.572636,user_426,101.73.212.140,Tokyo,tablet,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1729356294.572636,user_361,158.245.238.226,Unknown,desktop,Safari,1,0.8,0.2,0.1,0.2,0.1,0.28
1708188294.572636,user_12,210.136.13.213,Berlin,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1709570694.572636,user_17,184.128.172.17,New York,desktop,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1710261894.572636,user_97,214.57.122.191,Paris,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1705855494.572636,user_418,37.252.192.189,New York,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1724517894.572636,user_848,177.6.235.210,Tokyo,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1707410694.572636,user_27,200.181.26.4,Unknown,tablet,Edge,0,0.8,0.2,0.5,0.2,0.8,0.5
1723999494.572636,user_693,4.104.84.163,London,tablet,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1719765894.572636,user_121,178.85.137.151,New York,mobile,Firefox,0,0.2,0.6,0.1,0.2,0.8,0.38
1709138694.572636,user_465,218.116.152.73,Berlin,desktop,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1717001094.572636,user_482,250.214.95.13,Tokyo,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1708361094.572636,user_579,243.197.149.245,New York,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1715532294.572636,user_424,115.133.95.39,Tokyo,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1714063494.572636,user_644,123.212.20.184,London,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1706892294.572636,user_649,24.139.21.135,Paris,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1725381894.572636,user_530,191.153.71.15,New York,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1715013894.572636,user_101,14.96.200.130,New York,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1726764294.572636,user_678,60.82.10.81,Berlin,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1706028294.572636,user_758,89.48.48.169,Paris,tablet,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1721753094.572636,user_901,123.232.137.122,London,desktop,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1721925894.572636,user_369,193.244.134.193,New York,desktop,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1723049094.572636,user_417,122.136.191.232,London,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1718815494.572636,user_7,29.12.180.74,Paris,mobile,Firefox,0,0.2,0.6,0.1,0.2,0.8,0.38
1722876294.572636,user_873,48.182.8.104,Paris,tablet,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1721666694.572636,user_636,164.62.229.182,Unknown,mobile,Safari,1,0.8,0.6,0.1,0.2,0.1,0.36
1736527494.572636,user_367,112.152.144.159,New York,desktop,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
1734281094.572636,user_311,229.149.115.101,New York,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1716482694.572636,user_17,124.157.164.48,London,desktop,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1734108294.572636,user_541,29.65.52.75,Berlin,desktop,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1736527494.572636,user_36,255.25.31.77,Unknown,tablet,Firefox,1,0.8,0.2,0.1,0.2,0.1,0.28
1710089094.572636,user_205,76.115.133.138,Berlin,tablet,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
1720629894.572636,user_234,44.239.30.46,London,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1721321094.572636,user_518,121.205.249.16,Unknown,mobile,Safari,1,0.8,0.6,0.1,0.2,0.1,0.36
1730133894.572636,user_215,139.18.134.142,Sydney,tablet,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1731516294.572636,user_108,85.177.157.144,New York,mobile,Chrome,0,0.2,0.6,0.1,0.2,0.8,0.38
1708101894.572636,user_107,100.147.87.116,Paris,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1720111494.572636,user_305,237.188.63.70,Unknown,tablet,Safari,0,0.8,0.2,0.1,0.2,0.8,0.42000000000000004
1721753094.572636,user_14,55.159.95.135,New York,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1729961094.572636,user_560,181.116.4.96,Tokyo,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1723913094.572636,user_720,195.209.67.20,Unknown,desktop,Edge,1,0.8,0.2,0.5,0.2,0.1,0.36
1712421894.572636,user_730,50.1.74.225,Tokyo,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1716828294.572636,user_541,63.109.189.204,Tokyo,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1716309894.572636,user_32,65.238.179.226,Sydney,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1719765894.572636,user_498,88.201.145.194,Unknown,desktop,Safari,0,0.8,0.2,0.1,0.2,0.8,0.42000000000000004
1736873094.572636,user_456,86.21.212.172,Unknown,desktop,Safari,1,0.8,0.2,0.1,0.2,0.1,0.28
1733935494.572636,user_435,168.163.54.136,New York,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1724345094.572636,user_198,9.140.210.105,Sydney,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1735231494.572636,user_464,96.74.129.240,New York,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1719593094.572636,user_714,221.226.168.175,Berlin,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1706978694.572636,user_320,128.211.154.104,Sydney,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1727282694.572636,user_996,54.46.224.112,Berlin,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1708015494.572636,user_528,44.159.175.141,Sydney,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1726850694.572636,user_572,112.38.171.113,Berlin,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1728319494.572636,user_484,96.249.136.212,Unknown,tablet,Firefox,1,0.8,0.2,0.1,0.2,0.1,0.28
1708965894.572636,user_173,41.103.53.79,Sydney,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1727109894.572636,user_525,182.122.29.63,Berlin,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1724949894.572636,user_200,236.156.67.173,Paris,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1731775494.572636,user_131,98.244.223.60,New York,tablet,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1732985094.572636,user_598,8.41.73.174,Tokyo,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1727282694.572636,user_278,74.163.55.123,Unknown,desktop,Chrome,1,0.8,0.2,0.1,0.2,0.1,0.28
1735317894.572636,user_301,95.188.92.202,New York,tablet,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1737132294.572636,user_48,85.85.178.247,Sydney,mobile,Chrome,0,0.2,0.6,0.1,0.2,0.8,0.38
1726764294.572636,user_409,77.66.148.2,London,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1725641094.572636,user_165,54.135.40.203,New York,mobile,Chrome,0,0.2,0.6,0.1,0.2,0.8,0.38
1712681094.572636,user_547,187.5.190.110,Berlin,desktop,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1706028294.572636,user_500,15.49.97.176,Paris,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1710348294.572636,user_639,103.201.165.133,Unknown,desktop,Edge,1,0.8,0.2,0.5,0.2,0.1,0.36
1712335494.572636,user_13,221.146.178.110,New York,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1724604294.572636,user_766,57.41.202.146,Tokyo,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1717173894.572636,user_862,244.67.24.139,New York,mobile,Chrome,0,0.2,0.6,0.1,0.2,0.8,0.38
1735490694.572636,user_726,252.70.149.136,New York,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1723135494.572636,user_818,241.217.96.134,Sydney,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1722271494.572636,user_350,143.72.84.99,Berlin,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1706460294.572636,user_980,174.71.167.239,London,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1716741894.572636,user_897,107.246.255.67,Unknown,tablet,Edge,1,0.8,0.2,0.5,0.2,0.1,0.36
1735145094.572636,user_798,194.238.47.168,New York,desktop,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1732553094.572636,user_415,4.226.1.227,Sydney,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1727801094.572636,user_495,174.228.190.190,Unknown,tablet,Safari,1,0.8,0.2,0.1,0.2,0.1,0.28
1735922694.572636,user_416,121.62.53.150,Unknown,mobile,Safari,1,0.8,0.6,0.1,0.2,0.1,0.36
1720284294.572636,user_787,112.116.146.191,Unknown,mobile,Safari,0,0.8,0.6,0.1,0.2,0.8,0.5
1732725894.572636,user_622,76.18.70.194,Berlin,tablet,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1728405894.572636,user_770,194.47.215.154,Sydney,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1723394694.572636,user_836,9.12.75.162,New York,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1715013894.572636,user_628,13.4.93.95,Paris,mobile,Edge,0,0.2,0.6,0.5,0.2,0.8,0.45999999999999996
1718210694.572636,user_325,171.245.213.224,New York,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1716655494.572636,user_8,121.82.212.113,New York,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1713804294.572636,user_786,131.19.88.137,Berlin,mobile,Firefox,0,0.2,0.6,0.1,0.2,0.8,0.38
1715100294.572636,user_527,128.73.148.111,Unknown,mobile,Chrome,1,0.8,0.6,0.1,0.2,0.1,0.36
1707151494.572636,user_667,73.29.33.143,Sydney,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1729874694.572636,user_791,104.121.85.71,Tokyo,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1707842694.572636,user_720,96.52.89.91,London,mobile,Edge,0,0.2,0.6,0.5,0.2,0.8,0.45999999999999996
1706546694.572636,user_110,73.93.63.33,London,mobile,Firefox,0,0.2,0.6,0.1,0.2,0.8,0.38
1725209094.572636,user_207,209.125.240.254,Berlin,tablet,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1720370694.572636,user_968,187.213.151.122,Sydney,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1727369094.572636,user_508,79.116.11.48,Sydney,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1710002694.572636,user_302,248.236.231.197,New York,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1728837894.572636,user_877,240.152.255.125,Paris,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1728060294.572636,user_363,112.76.214.109,Berlin,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1706460294.572636,user_843,162.93.164.172,Paris,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1727196294.572636,user_987,59.138.189.34,Berlin,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1727887494.572636,user_417,204.99.68.154,New York,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1719161094.572636,user_869,141.237.159.128,Unknown,tablet,Edge,0,0.8,0.2,0.5,0.2,0.8,0.5
1732034694.572636,user_641,158.10.118.240,London,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1712421894.572636,user_45,27.183.113.49,Tokyo,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1733676294.572636,user_825,126.52.250.86,New York,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1729874694.572636,user_392,10.166.59.111,Paris,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1713372294.572636,user_494,231.21.104.17,New York,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1737305094.572636,user_369,2.111.144.3,London,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1716914694.572636,user_349,80.87.30.156,New York,tablet,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1736095494.572636,user_138,85.187.113.67,New York,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1706633094.572636,user_120,11.241.62.55,Berlin,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1734540294.572636,user_813,165.167.220.166,Berlin,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1729961094.572636,user_424,143.186.188.108,Berlin,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1728578694.572636,user_782,116.121.15.226,Tokyo,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1710607494.572636,user_91,79.219.209.226,London,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1707065094.572636,user_218,231.47.196.175,Berlin,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1708101894.572636,user_233,239.181.85.219,Paris,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1723135494.572636,user_598,28.218.44.216,Tokyo,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1713372294.572636,user_4,164.58.35.237,Unknown,desktop,Edge,1,0.8,0.2,0.5,0.2,0.1,0.36
1707237894.572636,user_618,250.128.145.218,Tokyo,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1707410694.572636,user_979,212.38.134.71,Tokyo,tablet,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
1735922694.572636,user_854,16.237.84.142,Paris,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1722444294.572636,user_457,87.59.81.210,Unknown,tablet,Chrome,1,0.8,0.2,0.1,0.2,0.1,0.28
1732553094.572636,user_970,50.212.75.176,Berlin,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1722703494.572636,user_25,53.149.166.244,Sydney,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1726159494.572636,user_618,123.193.147.56,New York,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1727801094.572636,user_535,125.199.54.122,Tokyo,mobile,Firefox,0,0.2,0.6,0.1,0.2,0.8,0.38
1735317894.572636,user_998,10.89.252.13,Unknown,tablet,Chrome,1,0.8,0.2,0.1,0.2,0.1,0.28
1732034694.572636,user_883,127.15.246.34,London,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1716482694.572636,user_389,55.128.123.253,New York,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1732553094.572636,user_528,94.239.109.112,Paris,tablet,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1712508294.572636,user_736,201.179.206.131,Tokyo,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1734194694.572636,user_455,194.20.247.137,Paris,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1708101894.572636,user_164,69.115.127.243,Tokyo,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1734453894.572636,user_364,17.195.102.194,New York,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1722357894.572636,user_879,244.163.151.107,Tokyo,tablet,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1734713094.572636,user_661,97.169.64.62,London,tablet,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1731516294.572636,user_896,143.185.138.49,Tokyo,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1728060294.572636,user_373,66.232.190.22,New York,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1706028294.572636,user_639,41.174.159.229,New York,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1734972294.572636,user_422,31.110.189.136,London,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1725122694.572636,user_509,221.195.147.199,Unknown,tablet,Firefox,1,0.8,0.2,0.1,0.2,0.1,0.28
1729183494.572636,user_131,55.189.234.118,Paris,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1728751494.572636,user_570,161.25.44.115,New York,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1721321094.572636,user_568,56.69.208.246,New York,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1727282694.572636,user_615,52.135.56.75,Sydney,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1733676294.572636,user_497,13.17.96.157,Paris,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1713026694.572636,user_724,231.30.99.163,London,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1734108294.572636,user_685,71.150.254.247,Unknown,tablet,Chrome,1,0.8,0.2,0.1,0.2,0.1,0.28
1735577094.572636,user_336,70.252.77.125,Tokyo,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1711644294.572636,user_63,151.75.183.219,New York,tablet,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1722444294.572636,user_501,220.94.1.243,London,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1710261894.572636,user_798,185.103.10.211,Berlin,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1728146694.572636,user_553,92.99.190.13,Berlin,tablet,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
1711903494.572636,user_962,35.64.220.118,New York,desktop,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1736786694.572636,user_789,209.42.243.175,Tokyo,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1727196294.572636,user_29,238.206.195.93,Berlin,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1717951494.572636,user_138,218.232.229.196,Tokyo,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1736441094.572636,user_268,201.140.90.30,Paris,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
